name,bull,sideways,bear,sharpe,ann_return,ann_vol,max_dd
보수적 (bear=0.0),1.0,0.5,0.0,1.3100976115400462,0.14607422134149733,0.1114987311287318,-0.0541639676701815
중립 (bear=0.25),1.0,0.5,0.25,1.3155337869254875,0.146583480191131,0.11142509728595329,-0.053979956398549134
공격적 (bear=0.5),1.0,0.75,0.5,1.3590481035234179,0.16617139365494207,0.12227042826823588,-0.056586401246427886
레짐 필터 없음,1.0,1.0,1.0,1.3329655472715052,0.1859567218176314,0.13950602264122494,-0.059016140172536424
